postal,address,block,street_name,max_floor_lvl,year_completed,building_age,town,total_dwelling_units,psm_2018,psm_2019,psm_2020,psm_2021,psm_2022,psm_2023,psm_2024,psm_2025,psm_2026,txn_5y,psm_growth_5y,nearest_station,stn_distance_m
540112,112 RIVERVALE WALK,112,RIVERVALE WALK,17,1998,28,SENGKANG,91,3595.0,3657.0,3417.0,3788.5,4339.0,4500.0,5303.0,5893.0,6198.0,12.0,42.8,KANGKAR,117.0
550112,112 SERANGOON NTH AVE 1,112,SERANGOON NTH AVE 1,4,1984,42,SERANGOON,24,3944.0,,4286.0,,4931.0,,,,6053.0,2.0,22.8,KOVAN,1808.0
520112,112 SIMEI ST 1,112,SIMEI ST 1,11,1987,39,TAMPINES,120,4521.0,5008.0,4198.0,4259.0,4786.0,5500.5,5820.0,6272.0,6459.0,20.0,35.0,SIMEI,425.0
521112,112 TAMPINES ST 11,112,TAMPINES ST 11,11,1981,45,TAMPINES,120,,,4181.0,4308.5,,5153.5,5000.0,6133.0,6400.0,11.0,,SIMEI,739.0
680112,112 TECK WHYE LANE,112,TECK WHYE LANE,9,1988,38,CHOA CHU KANG,104,3058.0,2962.0,2703.0,3942.0,3954.5,,4660.0,4712.0,5000.0,9.0,26.400000000000002,TECK WHYE,219.0
321112,112 WHAMPOA RD,112,WHAMPOA RD,18,1993,33,KALLANG/WHAMPOA,96,5027.5,4906.0,4902.0,5806.0,6061.0,6132.0,,6849.0,7094.0,10.0,17.0,BOON KENG,914.0
730112,112 WOODLANDS ST 13,112,WOODLANDS ST 13,4,1984,42,WOODLANDS,8,,3765.0,,,4471.0,,,5647.0,6000.0,3.0,34.2,WOODLANDS INTERCHANGE,528.0
760112,112 YISHUN RING RD,112,YISHUN RING RD,16,1985,41,YISHUN,120,4109.0,3690.5,3663.0,3929.5,4575.0,5047.5,5404.5,5494.5,5969.0,13.0,30.5,YISHUN,834.0
101112,112A DEPOT RD,112A,DEPOT RD,25,2003,23,BUKIT MERAH,89,5629.5,6050.0,5462.0,6174.0,6150.0,,6414.0,7733.0,8211.0,6.0,33.5,LABRADOR PARK,1174.0
102112,112B DEPOT RD,112B,DEPOT RD,25,2003,23,BUKIT MERAH,89,5750.0,5433.5,6284.0,6897.0,6533.0,6620.0,7371.0,6896.5,7797.0,14.0,19.3,LABRADOR PARK,1160.0
560113,113 ANG MO KIO AVE 4,113,ANG MO KIO AVE 4,12,1977,49,ANG MO KIO,88,4157.5,3826.0,,4500.0,5543.0,5272.0,5613.5,5489.0,,5.0,,MAYFLOWER,97.0
470113,113 BEDOK RESERVOIR RD,113,BEDOK RESERVOIR RD,4,1985,41,BEDOK,79,4231.0,3878.0,,4105.0,4925.0,4946.0,5248.0,5879.0,6124.0,10.0,24.3,KAKI BUKIT,613.0
460113,113 BEDOK NTH ST 2,113,BEDOK NTH ST 2,13,1977,49,BEDOK,168,,4659.0,4602.5,4681.5,,,6420.5,6545.0,7329.5,5.0,,BEDOK RESERVOIR,761.0
570113,113 BISHAN ST 12,113,BISHAN ST 12,12,1985,41,BISHAN,110,5833.0,6306.0,5971.5,5892.5,6394.0,7024.0,7750.0,8113.0,8386.0,17.0,31.2,BISHAN INTERCHANGE,451.0
90113,113 BT PURMEI RD,113,BT PURMEI RD,14,1984,42,BUKIT MERAH,160,5140.0,,5024.0,5066.0,4690.5,,5437.0,6447.0,6383.5,7.0,36.1,HARBOURFRONT INTERCHANGE,1203.0
650113,113 BT BATOK WEST AVE 6,113,BT BATOK WEST AVE 6,12,1983,43,BUKIT BATOK,94,3803.0,3558.0,3413.0,3659.0,4356.0,4808.0,4966.5,5288.0,4953.0,16.0,13.700000000000001,BUKIT BATOK,487.0
140113,113 C'WEALTH CRES,113,C'WEALTH CRES,10,1964,62,QUEENSTOWN,76,4955.0,4925.0,4800.0,4485.5,,4981.0,5500.0,,5200.0,6.0,,COMMONWEALTH,480.0
120113,113 CLEMENTI ST 13,113,CLEMENTI ST 13,13,1984,42,CLEMENTI,96,5144.0,5962.0,5077.0,5288.0,,5577.0,7308.0,7059.5,7418.5,8.0,,CLEMENTI,1102.0
100113,113 DEPOT RD,113,DEPOT RD,25,1976,50,BUKIT MERAH,96,5439.0,4912.0,4635.5,4579.0,4561.0,5726.5,,5897.0,6387.0,11.0,40.0,LABRADOR PARK,1123.0
530113,113 HOUGANG AVE 1,113,HOUGANG AVE 1,13,1981,45,HOUGANG,148,3971.0,3734.0,3894.0,3864.0,4532.0,5345.5,5492.5,6477.0,6316.0,18.0,39.4,KOVAN,839.0
160113,113 JLN BT MERAH,113,JLN BT MERAH,12,1968,58,BUKIT MERAH,120,4816.5,4333.5,,,4549.0,5000.0,5035.0,5558.5,,14.0,,TIONG BAHRU ,677.0
600113,113 JURONG EAST ST 13,113,JURONG EAST ST 13,12,1981,45,JURONG EAST,132,4388.5,4447.0,4149.0,4255.0,4889.0,5278.0,5377.0,5427.0,5755.5,12.0,17.7,CHINESE GARDEN,434.0
410113,113 LENGKONG TIGA,113,LENGKONG TIGA,4,1988,38,BEDOK,24,,,,,,,6620.0,,,1.0,,KEMBANGAN,293.0
381113,113 LOR 3 GEYLANG,113,LOR 3 GEYLANG,14,1989,37,KALLANG/WHAMPOA,86,,5093.0,5140.0,,,,6109.0,6604.5,,4.0,,KALLANG,286.0
310113,113 LOR 1 TOA PAYOH,113,LOR 1 TOA PAYOH,10,1967,59,TOA PAYOH,119,4456.0,4254.0,3315.5,3653.5,4938.0,5254.0,5385.0,5662.0,5769.0,18.0,16.8,BRADDELL,261.0
510113,113 PASIR RIS ST 11,113,PASIR RIS ST 11,13,1989,37,PASIR RIS,108,4057.0,,3723.5,3689.0,4349.0,4800.5,5359.0,5401.0,5814.0,19.0,33.7,PASIR RIS INTERCHANGE,845.0
670113,113 PENDING RD,113,PENDING RD,12,1986,40,BUKIT PANJANG,132,3658.0,3959.0,3836.0,3977.0,4242.0,4563.0,4757.0,5890.0,5781.0,15.0,36.3,PETIR,308.0
350113,113 POTONG PASIR AVE 1,113,POTONG PASIR AVE 1,13,1984,42,TOA PAYOH,160,4642.0,4397.5,4280.0,4962.5,5059.5,6094.0,5896.0,6358.5,6866.0,15.0,35.699999999999996,POTONG PASIR,801.0
540113,113 RIVERVALE WALK,113,RIVERVALE WALK,17,1998,28,SENGKANG,138,3646.5,3241.0,3683.5,,4181.5,4980.0,5046.0,5200.0,5691.0,12.0,36.1,KANGKAR,68.0
550113,113 SERANGOON NTH AVE 1,113,SERANGOON NTH AVE 1,4,1984,42,SERANGOON,48,3731.0,3542.0,3638.0,3897.0,,,4938.0,5255.0,,4.0,,KOVAN,1888.0
520113,113 SIMEI ST 1,113,SIMEI ST 1,11,1987,39,TAMPINES,80,4619.0,4643.0,4468.5,4456.0,4918.0,5189.0,5822.5,6286.0,5697.0,7.0,15.8,SIMEI,391.0
610113,113 TAO CHING RD,113,TAO CHING RD,10,1971,55,JURONG WEST,140,3433.0,3358.0,2966.0,3373.0,3881.0,4104.0,4060.0,4686.5,4873.0,19.0,25.6,LAKESIDE,1290.0
521113,113 TAMPINES ST 11,113,TAMPINES ST 11,9,1981,45,TAMPINES,112,4167.0,4227.0,3762.0,4410.0,4800.0,5215.0,5360.0,6103.0,,10.0,,TAMPINES,767.0
680113,113 TECK WHYE LANE,113,TECK WHYE LANE,10,1988,38,CHOA CHU KANG,117,3089.5,2975.0,2907.0,3324.0,3892.5,4415.0,,4711.5,,9.0,,KEAT HONG,221.0
320113,113 WHAMPOA RD,113,WHAMPOA RD,18,1993,33,KALLANG/WHAMPOA,85,4737.0,4876.0,4979.5,4412.5,5845.0,5907.0,,6855.5,7508.5,11.0,28.499999999999996,BOON KENG,870.0
730113,113 WOODLANDS ST 13,113,WOODLANDS ST 13,13,1984,42,WOODLANDS,111,3791.0,3484.0,3352.0,3885.0,4813.0,4857.0,5078.0,,5625.0,7.0,16.900000000000002,WOODLANDS INTERCHANGE,566.0
760113,113 YISHUN RING RD,113,YISHUN RING RD,9,1985,41,YISHUN,111,3828.0,3953.0,3875.0,3189.0,4310.0,5006.5,5938.0,5922.0,5785.0,14.0,34.2,CANBERRA,904.0
322113,113A MCNAIR RD,113A,MCNAIR RD,35,2016,10,KALLANG/WHAMPOA,198,,,,,9871.0,9914.0,10579.0,11376.0,11935.5,65.0,20.9,BOON KENG,276.0
323113,113B MCNAIR RD,113B,MCNAIR RD,35,2016,10,KALLANG/WHAMPOA,204,,,,,9731.0,10161.0,10887.0,11183.0,11237.0,74.0,15.5,BOON KENG,229.0
324113,113C MCNAIR RD,113C,MCNAIR RD,28,2016,10,KALLANG/WHAMPOA,189,,,,,9489.0,9732.0,10403.5,11089.0,11250.0,33.0,18.6,BOON KENG,219.0
325113,113D MCNAIR RD,113D,MCNAIR RD,28,2016,10,KALLANG/WHAMPOA,270,,,,,9706.0,9570.0,10555.0,11161.0,10665.0,28.0,9.9,BOON KENG,228.0
560114,114 ANG MO KIO AVE 4,114,ANG MO KIO AVE 4,12,1977,49,ANG MO KIO,119,4459.0,3838.0,4045.0,4367.0,5000.0,5243.0,5493.5,,6216.0,6.0,24.3,MAYFLOWER,82.0
460114,114 BEDOK NTH ST 2,114,BEDOK NTH ST 2,13,1977,49,BEDOK,168,,,4273.0,4511.5,5170.5,,6591.0,6182.0,7386.0,5.0,42.8,BEDOK RESERVOIR,784.0
470114,114 BEDOK RESERVOIR RD,114,BEDOK RESERVOIR RD,13,1985,41,BEDOK,84,4233.0,4126.5,3784.0,4350.0,4621.5,5200.0,5439.0,6014.0,7333.0,12.0,58.699999999999996,KAKI BUKIT,514.0
570114,114 BISHAN ST 12,114,BISHAN ST 12,12,1985,41,BISHAN,110,6035.5,6048.0,5911.0,6154.0,6369.0,6167.0,7500.0,7847.5,8558.0,8.0,34.4,BISHAN INTERCHANGE,415.0
90114,114 BT PURMEI RD,114,BT PURMEI RD,16,1984,42,BUKIT MERAH,177,5644.0,4699.0,5437.0,5296.0,5167.0,6165.0,,6882.0,6151.0,12.0,19.0,HARBOURFRONT INTERCHANGE,1179.0
650114,114 BT BATOK WEST AVE 6,114,BT BATOK WEST AVE 6,11,1984,42,BUKIT BATOK,80,3558.0,,3644.0,3846.0,4375.0,,4764.5,5096.0,5787.0,5.0,32.300000000000004,BUKIT BATOK,392.0
120114,114 CLEMENTI ST 13,114,CLEMENTI ST 13,13,1984,42,CLEMENTI,72,6232.0,,5497.0,5532.0,6154.0,6302.5,7556.5,7394.5,,10.0,,CLEMENTI,1153.0
100114,114 DEPOT RD,114,DEPOT RD,25,1976,50,BUKIT MERAH,96,,4855.0,4832.0,4701.0,4979.0,5301.0,6453.0,,6154.0,11.0,23.599999999999998,LABRADOR PARK,1138.0
820114,114 EDGEFIELD PLAINS,114,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,163,4158.0,4124.0,3962.0,4269.0,4500.0,5000.0,5622.0,5923.0,6184.5,27.0,37.4,MERIDIAN,198.0
610114,114 HO CHING RD,114,HO CHING RD,10,1971,55,JURONG WEST,140,3333.0,3120.0,3060.0,3209.0,3552.0,4112.0,4292.0,4642.0,4701.0,21.0,32.300000000000004,LAKESIDE,1218.0
530114,114 HOUGANG AVE 1,114,HOUGANG AVE 1,12,1981,45,HOUGANG,149,3666.0,3864.0,3900.0,4151.5,4621.0,5606.0,5682.0,5827.0,6326.0,20.0,36.9,KOVAN,917.0
600114,114 JURONG EAST ST 13,114,JURONG EAST ST 13,4,1981,45,JURONG EAST,12,,,,,,,,,5714.0,1.0,,CHINESE GARDEN,382.0
410114,114 LENGKONG TIGA,114,LENGKONG TIGA,18,1988,38,BEDOK,97,6154.0,,6000.0,5923.0,6341.0,5952.0,,7250.0,7120.5,6.0,12.3,KEMBANGAN,253.0
310114,114 LOR 1 TOA PAYOH,114,LOR 1 TOA PAYOH,10,1967,59,TOA PAYOH,119,4431.0,4000.0,,3692.0,4615.0,5308.0,6077.0,5891.0,5269.5,18.0,14.2,BRADDELL,283.0
381114,114 LOR 3 GEYLANG,114,LOR 3 GEYLANG,10,1988,38,KALLANG/WHAMPOA,63,5372.0,5049.0,5000.0,4579.0,,,6446.0,,,1.0,,KALLANG,302.0
510114,114 PASIR RIS ST 11,114,PASIR RIS ST 11,13,1988,38,PASIR RIS,96,3458.0,3851.0,3766.0,4043.0,4463.0,4874.0,5274.5,5313.0,5834.0,12.0,30.7,PASIR RIS INTERCHANGE,745.0
670114,114 PENDING RD,114,PENDING RD,4,1987,39,BUKIT PANJANG,27,3746.0,3682.0,3750.0,,,5044.0,5703.0,5400.0,,3.0,,PENDING,251.0
350114,114 POTONG PASIR AVE 1,114,POTONG PASIR AVE 1,13,1984,42,TOA PAYOH,136,4627.0,4418.5,4496.5,4426.5,4817.0,5672.0,6183.0,6458.0,6940.0,13.0,44.1,POTONG PASIR,878.0
540114,114 RIVERVALE WALK,114,RIVERVALE WALK,17,1998,28,SENGKANG,96,3879.0,3744.5,3592.0,3895.5,4167.0,4781.5,5393.5,6068.0,6043.5,10.0,45.0,KANGKAR,131.0
550114,114 SERANGOON NTH AVE 1,114,SERANGOON NTH AVE 1,13,1984,42,SERANGOON,144,4194.5,4041.5,4050.0,3724.0,4577.5,,,5920.0,6033.0,10.0,31.8,KOVAN,1796.0
520114,114 SIMEI ST 1,114,SIMEI ST 1,11,1987,39,TAMPINES,120,4200.0,,4514.0,3950.0,4845.0,5126.5,5369.0,5813.0,6025.0,16.0,24.4,SIMEI,335.0
521114,114 TAMPINES ST 11,114,TAMPINES ST 11,11,1981,45,TAMPINES,80,4271.0,4210.5,,4045.0,3985.0,4962.0,4962.0,5981.0,5620.5,11.0,41.0,SIMEI,799.0
680114,114 TECK WHYE LANE,114,TECK WHYE LANE,12,1987,39,CHOA CHU KANG,132,3142.5,3582.5,3699.0,,4452.0,5205.0,4806.0,5650.5,5000.0,12.0,12.3,KEAT HONG,185.0
320114,114 WHAMPOA RD,114,WHAMPOA RD,14,1994,32,KALLANG/WHAMPOA,75,4861.0,4947.0,4696.0,4825.5,4954.0,5739.5,5981.0,6772.0,5763.0,6.0,16.3,BOON KENG,812.0
760114,114 YISHUN RING RD,114,YISHUN RING RD,9,1982,44,YISHUN,263,3537.0,3311.0,3446.0,3432.0,4541.0,4784.0,4865.0,5057.0,5506.5,32.0,21.3,YISHUN,1020.0
380115,115 ALJUNIED AVE 2,115,ALJUNIED AVE 2,2,1978,48,GEYLANG,3,,,,,,,,,6176.0,1.0,,MACPHERSON INTERCHANGE,580.0
460115,115 BEDOK NTH RD,115,BEDOK NTH RD,13,1977,49,BEDOK,201,4214.0,4270.0,3724.0,3904.0,4773.0,5096.0,5273.5,6027.0,6048.5,27.0,26.700000000000003,BEDOK RESERVOIR,769.0
470115,115 BEDOK RESERVOIR RD,115,BEDOK RESERVOIR RD,13,1985,41,BEDOK,72,4150.0,4142.5,3919.0,4450.0,,5079.5,5792.5,5833.5,6533.5,14.0,,KAKI BUKIT,479.0
570115,115 BISHAN ST 12,115,BISHAN ST 12,9,1985,41,BISHAN,115,5865.0,6094.0,5860.0,5766.0,6484.0,7452.0,7296.0,8281.5,8538.0,17.0,31.7,BISHAN INTERCHANGE,375.0
90115,115 BT PURMEI RD,115,BT PURMEI RD,16,1984,42,BUKIT MERAH,181,5243.0,5232.0,5326.0,5146.0,5437.0,6369.0,,6891.5,6408.0,13.0,17.9,TIONG BAHRU ,1210.0
150115,115 BT MERAH CTRL,115,BT MERAH CTRL,25,1977,49,BUKIT MERAH,96,5376.0,5128.0,5085.5,4820.5,,5812.0,6132.5,5662.0,5895.0,8.0,,REDHILL,661.0
650115,115 BT BATOK WEST AVE 6,115,BT BATOK WEST AVE 6,25,1984,42,BUKIT BATOK,96,,4167.0,3977.0,4159.0,5121.0,,5985.0,5265.0,6279.0,8.0,22.6,BUKIT BATOK,331.0
120115,115 CLEMENTI ST 13,115,CLEMENTI ST 13,15,1984,42,CLEMENTI,98,,6007.0,5510.0,5624.0,5652.0,6395.0,6610.0,7055.0,6779.0,15.0,19.900000000000002,CLEMENTI,1162.0
820115,115 EDGEFIELD PLAINS,115,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,80,4000.0,4184.5,4134.5,4288.5,4346.0,5846.0,5629.0,5973.5,6577.0,10.0,51.300000000000004,MERIDIAN,272.0
610115,115 HO CHING RD,115,HO CHING RD,19,1997,29,JURONG WEST,108,3821.0,4107.0,3833.0,,,4801.0,5017.5,5892.5,6304.0,7.0,,LAKESIDE,1249.0
530115,115 HOUGANG AVE 1,115,HOUGANG AVE 1,12,1981,45,HOUGANG,152,3775.0,4084.0,4104.0,3881.0,4836.0,5563.5,5507.5,6119.0,6196.0,21.0,28.1,KOVAN,882.0
600115,115 JURONG EAST ST 13,115,JURONG EAST ST 13,12,1981,45,JURONG EAST,119,4415.0,4537.0,3902.0,4631.0,4448.0,5147.5,,6119.0,6194.0,12.0,39.300000000000004,CHINESE GARDEN,398.0
410115,115 LENGKONG TIGA,115,LENGKONG TIGA,7,1988,38,BEDOK,48,6010.0,6407.0,,5962.0,5833.0,6346.0,6889.0,7504.0,7416.0,6.0,27.1,KEMBANGAN,288.0
310115,115 LOR 1 TOA PAYOH,115,LOR 1 TOA PAYOH,10,1967,59,TOA PAYOH,120,4400.0,4192.5,3662.0,3523.0,4385.0,5037.5,5369.5,5538.0,5846.0,17.0,33.300000000000004,BRADDELL,278.0
730115,115 MARSILING RISE,115,MARSILING RISE,13,1985,41,WOODLANDS,66,2937.0,3388.5,3638.5,3424.0,4145.0,,5259.0,4891.0,,3.0,,WOODLANDS INTERCHANGE,601.0
510115,115 PASIR RIS ST 11,115,PASIR RIS ST 11,11,1988,38,PASIR RIS,100,3660.5,3904.0,3903.5,3868.0,4053.0,4858.0,5023.5,5481.0,,13.0,,PASIR RIS INTERCHANGE,715.0
670115,115 PENDING RD,115,PENDING RD,12,1986,40,BUKIT PANJANG,132,3493.0,3890.5,3725.0,3973.0,4334.0,4369.0,4795.0,5106.0,5340.0,10.0,23.200000000000003,PETIR,285.0
350115,115 POTONG PASIR AVE 1,115,POTONG PASIR AVE 1,13,1984,42,TOA PAYOH,135,4364.0,4627.0,4458.0,4516.0,5045.0,5431.0,5490.0,6124.5,6437.5,22.0,27.6,WOODLEIGH,916.0
540115,115 RIVERVALE WALK,115,RIVERVALE WALK,17,1998,28,SENGKANG,122,3725.0,4017.0,3595.0,,4366.0,4902.0,5191.0,5600.0,,7.0,,KANGKAR,115.0
550115,115 SERANGOON NTH AVE 1,115,SERANGOON NTH AVE 1,4,1984,42,SERANGOON,48,3472.0,3688.0,3890.5,4042.0,,5556.0,5309.0,5792.5,6039.0,7.0,,KOVAN,1842.0
680115,115 TECK WHYE LANE,115,TECK WHYE LANE,12,1987,39,CHOA CHU KANG,110,3349.5,3596.0,3685.0,,4027.0,4320.0,4932.0,5411.0,5324.5,15.0,32.2,KEAT HONG,240.0
320115,115 WHAMPOA RD,115,WHAMPOA RD,14,1993,33,KALLANG/WHAMPOA,98,4764.0,4718.5,4839.0,4783.5,5901.0,,6228.0,6222.0,6794.0,5.0,15.1,BOON KENG,899.0
760115,115 YISHUN RING RD,115,YISHUN RING RD,9,1982,44,YISHUN,143,3743.0,3459.5,3297.0,3446.0,3651.0,4459.0,4576.5,,4954.0,11.0,35.699999999999996,YISHUN,956.0
341115,115A ALKAFF CRES,115A,ALKAFF CRES,17,2019,7,TOA PAYOH,96,,,,,,,,11183.0,11505.0,12.0,,WOODLEIGH,376.0
751115,115A CANBERRA WALK,115A,CANBERRA WALK,11,2017,9,SEMBAWANG,140,,,,,,6323.5,6323.0,7225.5,7872.0,42.0,,CANBERRA,380.0
761115,115A YISHUN RING RD,115A,YISHUN RING RD,16,1999,27,YISHUN,84,3866.0,3736.0,,3451.0,4464.0,4796.5,5364.0,5703.5,5978.0,7.0,33.900000000000006,YISHUN,928.0
752115,115B CANBERRA WALK,115B,CANBERRA WALK,11,2017,9,SEMBAWANG,140,,,,,,6667.0,6813.0,7162.0,7882.0,38.0,,CANBERRA,343.0
762115,115B YISHUN RING RD,115B,YISHUN RING RD,16,1999,27,YISHUN,120,3533.0,3533.5,3529.0,,4564.0,5312.0,4962.5,5946.0,,9.0,,YISHUN,972.0
343115,115C ALKAFF CRES,115C,ALKAFF CRES,17,2019,7,TOA PAYOH,96,,,,,,,,11977.0,12691.0,19.0,,WOODLEIGH,320.0
753115,115C CANBERRA WALK,115C,CANBERRA WALK,11,2017,9,SEMBAWANG,100,,,,,,6452.0,6695.5,7395.0,7941.0,25.0,,CANBERRA,318.0
763115,115C YISHUN RING RD,115C,YISHUN RING RD,16,1999,27,YISHUN,84,3769.0,3911.0,3264.0,,4285.5,4643.0,5455.0,,5847.5,6.0,36.4,YISHUN,955.0
754115,115D CANBERRA WALK,115D,CANBERRA WALK,11,2017,9,SEMBAWANG,100,,,,,,6452.0,6624.0,7250.0,7801.5,30.0,,CANBERRA,264.0
560116,116 ANG MO KIO AVE 4,116,ANG MO KIO AVE 4,11,1977,49,ANG MO KIO,160,5045.0,4398.0,4307.0,,5227.0,5692.0,6431.5,6795.0,,9.0,,MAYFLOWER,143.0
470116,116 BEDOK RESERVOIR RD,116,BEDOK RESERVOIR RD,13,1985,41,BEDOK,118,4416.5,4514.5,4179.0,4209.0,5045.0,5269.0,5567.0,6194.0,6319.0,7.0,25.3,KAKI BUKIT,437.0
460116,116 BEDOK NTH RD,116,BEDOK NTH RD,13,1977,49,BEDOK,214,4424.5,3911.0,3836.0,4281.0,4849.5,5253.0,5075.0,5819.5,6444.5,20.0,32.9,BEDOK RESERVOIR,895.0
570116,116 BISHAN ST 12,116,BISHAN ST 12,9,1985,41,BISHAN,110,5844.0,5787.0,6094.0,5955.0,6953.0,7105.0,7397.0,8031.0,8250.0,16.0,18.7,BISHAN INTERCHANGE,385.0
150116,116 BT MERAH CTRL,116,BT MERAH CTRL,25,1977,49,BUKIT MERAH,96,,5225.5,5000.0,5299.0,5453.0,6197.0,5812.0,5965.5,6137.0,8.0,12.5,REDHILL,667.0
650116,116 BT BATOK WEST AVE 6,116,BT BATOK WEST AVE 6,12,1984,42,BUKIT BATOK,134,3953.0,3592.0,4293.0,,4058.0,4333.0,5170.0,5324.0,5834.0,9.0,43.8,BUKIT BATOK,359.0
151116,116 BT MERAH VIEW,116,BT MERAH VIEW,5,1973,53,BUKIT MERAH,73,4576.0,4746.0,4881.0,3814.0,,5763.0,,6060.5,5971.0,6.0,,TIONG BAHRU ,625.0
120116,116 CLEMENTI ST 13,116,CLEMENTI ST 13,15,1983,43,CLEMENTI,98,5718.5,5861.0,5727.0,5533.0,5782.0,,7271.0,7279.0,6824.0,12.0,18.0,CLEMENTI,1252.0
820116,116 EDGEFIELD PLAINS,116,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,128,4154.0,3846.0,4088.5,4350.0,4638.5,5027.0,,6138.5,6050.0,17.0,30.4,MERIDIAN,281.0
530116,116 HOUGANG AVE 1,116,HOUGANG AVE 1,13,1980,46,HOUGANG,142,4142.0,,3780.0,4179.0,,5149.5,,5854.0,5902.0,9.0,,KOVAN,837.0
600116,116 JURONG EAST ST 13,116,JURONG EAST ST 13,25,1981,45,JURONG EAST,96,4396.0,5000.0,4729.5,4500.0,4804.0,6020.5,5442.0,5625.0,5562.5,12.0,15.8,CHINESE GARDEN,343.0
410116,116 LENGKONG TIGA,116,LENGKONG TIGA,18,1988,38,BEDOK,95,6971.0,6480.0,5941.5,7407.0,6346.0,6442.0,7404.0,7933.0,,11.0,,KEMBANGAN,230.0
310116,116 LOR 2 TOA PAYOH,116,LOR 2 TOA PAYOH,20,1969,57,TOA PAYOH,291,4682.5,4524.0,4222.0,4206.0,4839.0,5000.0,5556.0,6528.0,6508.0,41.0,34.5,BRADDELL,74.0
730116,116 MARSILING RISE,116,MARSILING RISE,4,1985,41,WOODLANDS,12,,,,,,4272.5,5118.0,5412.0,,4.0,,WOODLANDS INTERCHANGE,651.0
510116,116 PASIR RIS ST 11,116,PASIR RIS ST 11,4,1988,38,PASIR RIS,20,4552.0,,,4734.0,,5517.0,,,,1.0,,PASIR RIS INTERCHANGE,700.0
670116,116 PENDING RD,116,PENDING RD,12,1986,40,BUKIT PANJANG,132,3957.0,3282.0,3890.5,4110.0,4822.0,5753.0,5384.0,5411.0,5508.0,16.0,14.2,PETIR,227.0
350116,116 POTONG PASIR AVE 1,116,POTONG PASIR AVE 1,4,1984,42,TOA PAYOH,40,,,,,,5224.0,5137.0,,6119.5,8.0,,POTONG PASIR,940.0
550116,116 SERANGOON NTH AVE 1,116,SERANGOON NTH AVE 1,13,1984,42,SERANGOON,144,3626.0,,3760.0,3909.0,4582.5,4933.5,5405.0,5589.0,6017.0,13.0,31.3,KOVAN,1765.0
520116,116 SIMEI ST 1,116,SIMEI ST 1,11,1987,39,TAMPINES,172,4375.0,4877.0,4327.0,4615.0,4959.0,5287.0,5107.0,6250.0,6371.5,19.0,28.499999999999996,SIMEI,254.0
680116,116 TECK WHYE LANE,116,TECK WHYE LANE,10,1988,38,CHOA CHU KANG,81,,,2959.0,3017.0,4339.0,4187.5,4545.0,5059.5,5124.0,11.0,18.099999999999998,KEAT HONG,306.0
760116,116 YISHUN RING RD,116,YISHUN RING RD,9,1982,44,YISHUN,152,3750.0,3200.0,3446.0,3446.0,4358.0,4662.0,4817.5,5540.5,5743.0,24.0,31.8,CANBERRA,927.0
751116,116A CANBERRA CRES,116A,CANBERRA CRES,11,2018,8,SEMBAWANG,84,,,,,,,7629.0,7337.0,8437.0,18.0,,CANBERRA,245.0
321116,116A JLN TENTERAM,116A,JLN TENTERAM,31,2016,10,KALLANG/WHAMPOA,204,,,,7881.0,7828.0,7913.0,8715.5,9140.0,9689.0,70.0,23.799999999999997,BOON KENG,856.0
541116,116A RIVERVALE DR,116A,RIVERVALE DR,17,1998,28,SENGKANG,128,3918.5,3543.5,3789.0,4027.5,4368.0,4893.0,5034.0,5928.0,6000.0,15.0,37.4,KANGKAR,175.0
322116,116B JLN TENTERAM,116B,JLN TENTERAM,31,2016,10,KALLANG/WHAMPOA,174,,,,,7882.0,8395.0,8419.0,9021.5,9624.0,63.0,22.1,BOON KENG,907.0
542116,116B RIVERVALE DR,116B,RIVERVALE DR,17,1998,28,SENGKANG,131,3783.0,3783.0,4462.0,3884.5,4421.0,5153.0,5221.0,5609.0,6043.0,16.0,36.7,KANGKAR,220.0
543116,116C RIVERVALE DR,116C,RIVERVALE DR,17,1998,28,SENGKANG,96,4405.0,4185.5,,,4243.5,5053.0,5373.0,5579.0,5556.0,12.0,30.9,KANGKAR,219.0
560117,117 ANG MO KIO AVE 4,117,ANG MO KIO AVE 4,12,1977,49,ANG MO KIO,153,4270.0,4257.0,3608.0,3986.0,5014.0,4865.0,5608.0,5477.5,6042.0,19.0,20.5,MAYFLOWER,222.0
470117,117 BEDOK RESERVOIR RD,117,BEDOK RESERVOIR RD,10,1985,41,BEDOK,97,4761.0,4134.0,4179.0,4237.0,4627.0,6207.0,5854.0,6124.0,6558.0,10.0,41.699999999999996,KAKI BUKIT,396.0
460117,117 BEDOK NTH RD,117,BEDOK NTH RD,13,1977,49,BEDOK,211,4198.5,3975.0,,4308.0,4812.5,5102.0,5068.0,5351.5,5753.0,12.0,19.5,BEDOK RESERVOIR,958.0
570117,117 BISHAN ST 12,117,BISHAN ST 12,25,1986,40,BISHAN,92,6736.0,,6182.0,,6843.0,6653.0,7421.5,,8000.0,9.0,16.900000000000002,BISHAN INTERCHANGE,480.0
650117,117 BT BATOK WEST AVE 6,117,BT BATOK WEST AVE 6,25,1984,42,BUKIT BATOK,96,4496.0,4280.0,4303.0,4129.0,4678.0,5303.0,3030.0,,5758.0,11.0,23.1,BUKIT BATOK,288.0
