postal,address,block,street_name,max_floor_lvl,year_completed,building_age,town,total_dwelling_units,psm_2018,psm_2019,psm_2020,psm_2021,psm_2022,psm_2023,psm_2024,psm_2025,psm_2026,txn_5y,psm_growth_5y,nearest_station,stn_distance_m
824642,642D PUNGGOL DR,642D,PUNGGOL DR,18,2002,24,PUNGGOL,92,3834.0,3946.5,4098.0,4106.0,4692.0,5299.5,,5909.0,,13.0,,KADALOOR,111.0
560643,643 ANG MO KIO AVE 5,643,ANG MO KIO AVE 5,13,1980,46,ANG MO KIO,189,4200.0,4533.0,4133.0,3960.0,4390.0,5280.0,5464.5,6000.0,5800.0,18.0,32.1,YIO CHU KANG,668.0
410643,643 BEDOK RESERVOIR RD,643,BEDOK RESERVOIR RD,16,1992,34,BEDOK,58,4580.0,,5587.0,4939.5,,5408.0,,6761.0,,2.0,,KAKI BUKIT,536.0
680643,643 CHOA CHU KANG ST 64,643,CHOA CHU KANG ST 64,12,1996,30,CHOA CHU KANG,80,4100.0,4280.0,,4634.0,5114.0,5569.0,5530.5,5769.5,,12.0,,YEW TEE,174.0
530643,643 HOUGANG AVE 8,643,HOUGANG AVE 8,17,1987,39,HOUGANG,64,3483.0,3762.5,3808.0,3583.0,5183.0,5083.0,5417.0,6500.0,6667.0,9.0,28.599999999999998,HOUGANG INTERCHANGE,1174.0
640643,643 JURONG WEST ST 61,643,JURONG WEST ST 61,10,1997,29,JURONG WEST,144,3855.5,3900.0,3850.0,4022.0,4946.0,4889.0,5133.0,5376.0,5556.0,15.0,12.3,PIONEER,266.0
510643,643 PASIR RIS DR 10,643,PASIR RIS DR 10,13,1993,33,PASIR RIS,49,,,4070.0,4185.0,,5320.5,5422.0,6138.0,6330.0,9.0,,PASIR RIS INTERCHANGE,1414.0
820643,643 PUNGGOL CTRL,643,PUNGGOL CTRL,18,2003,23,PUNGGOL,93,3841.0,4091.0,4491.0,4477.0,4508.0,5182.0,5697.0,6091.0,6599.0,15.0,46.400000000000006,KADALOOR,262.0
730643,643 WOODLANDS RING RD,643,WOODLANDS RING RD,12,1997,29,WOODLANDS,99,3564.0,3377.0,,,,4771.5,5124.0,5838.0,5806.5,9.0,,ADMIRALTY,328.0
760643,643 YISHUN ST 61,643,YISHUN ST 61,13,1986,40,YISHUN,96,3720.0,3697.0,3732.0,3938.0,4422.0,5429.0,5612.0,5634.0,5810.0,16.0,31.4,KHATIB,645.0
560644,644 ANG MO KIO AVE 4,644,ANG MO KIO AVE 4,11,1980,46,ANG MO KIO,158,4587.0,4353.5,4080.0,4000.0,4533.0,,5173.0,5866.5,5883.0,18.0,29.799999999999997,YIO CHU KANG,519.0
410644,644 BEDOK RESERVOIR RD,644,BEDOK RESERVOIR RD,15,1992,34,BEDOK,56,,5056.0,,5160.0,4930.0,,6033.5,6389.0,7042.0,9.0,42.8,KAKI BUKIT,570.0
530644,644 HOUGANG AVE 8,644,HOUGANG AVE 8,10,1986,40,HOUGANG,116,4282.5,4008.5,4000.0,4167.0,5083.0,5507.0,5761.0,6250.0,6812.0,15.0,34.0,HOUGANG INTERCHANGE,1102.0
640644,644 JURONG WEST ST 61,644,JURONG WEST ST 61,15,1997,29,JURONG WEST,112,3958.0,3875.0,3775.0,3966.5,4491.0,4818.0,5083.0,,5360.0,16.0,19.3,PIONEER,251.0
510644,644 PASIR RIS DR 10,644,PASIR RIS DR 10,13,1994,32,PASIR RIS,46,,4077.0,4155.0,4141.5,4877.0,,,5743.0,6088.5,6.0,24.8,PASIR RIS INTERCHANGE,1469.0
730644,644 WOODLANDS RING RD,644,WOODLANDS RING RD,12,1997,29,WOODLANDS,104,3344.5,3264.0,,,4354.0,4656.5,5030.5,5520.0,5431.5,20.0,24.7,ADMIRALTY,416.0
760644,644 YISHUN ST 61,644,YISHUN ST 61,13,1986,40,YISHUN,144,3494.0,3494.0,3337.0,3415.0,4711.0,4723.0,5135.0,5645.5,5661.0,11.0,20.200000000000003,KHATIB,675.0
530645,645 HOUGANG AVE 8,645,HOUGANG AVE 8,13,1986,40,HOUGANG,120,,4316.5,4333.0,4333.0,4696.0,5696.0,5797.0,6232.0,6683.5,24.0,42.3,HOUGANG INTERCHANGE,1082.0
410645,645 JLN TENAGA,645,JLN TENAGA,15,1992,34,BEDOK,76,4821.0,4512.0,4669.0,4325.0,5106.0,6077.5,,6488.0,6929.0,7.0,35.699999999999996,KAKI BUKIT,424.0
640645,645 JURONG WEST ST 61,645,JURONG WEST ST 61,16,1998,28,JURONG WEST,140,3996.0,3900.0,3680.0,3985.0,,,4842.5,5417.0,5700.0,16.0,,PIONEER,193.0
510645,645 PASIR RIS DR 10,645,PASIR RIS DR 10,13,1994,32,PASIR RIS,44,3913.0,3980.0,3905.0,,4863.0,4999.0,5574.0,6014.0,6447.0,14.0,32.6,PASIR RIS INTERCHANGE,1470.0
820645,645 PUNGGOL CTRL,645,PUNGGOL CTRL,18,2003,23,PUNGGOL,100,4079.0,3955.0,3927.0,4168.5,4364.0,5407.0,5409.0,6518.0,6449.5,19.0,47.8,KADALOOR,207.0
730645,645 WOODLANDS RING RD,645,WOODLANDS RING RD,12,1997,29,WOODLANDS,91,3159.0,3180.0,3515.0,3471.0,3812.0,4851.0,5347.0,,5717.5,5.0,50.0,ADMIRALTY,394.0
760645,645 YISHUN ST 61,645,YISHUN ST 61,13,1987,39,YISHUN,73,3828.0,3681.0,3512.0,,4945.0,5478.0,5537.0,6016.0,6044.0,9.0,22.2,KHATIB,785.0
560646,646 ANG MO KIO AVE 6,646,ANG MO KIO AVE 6,13,1980,46,ANG MO KIO,192,4853.0,4415.5,4139.0,4088.0,4724.5,5178.5,5267.0,5945.0,,18.0,,YIO CHU KANG,287.0
530646,646 HOUGANG AVE 8,646,HOUGANG AVE 8,4,1986,40,HOUGANG,8,,,,4202.5,,,,,6556.0,1.0,,HOUGANG INTERCHANGE,1162.0
410646,646 JLN TENAGA,646,JLN TENAGA,15,1992,34,BEDOK,68,,4595.0,,5115.0,,5561.0,,6357.0,7154.0,4.0,,KAKI BUKIT,484.0
640646,646 JURONG WEST ST 61,646,JURONG WEST ST 61,16,1997,29,JURONG WEST,120,4130.0,4050.0,3800.0,3897.5,,5100.0,5125.0,5341.5,5750.0,12.0,,PIONEER,210.0
510646,646 PASIR RIS DR 10,646,PASIR RIS DR 10,13,1994,32,PASIR RIS,46,4075.0,4144.0,4172.0,3989.5,,5667.0,5164.0,6088.0,,7.0,,PASIR RIS INTERCHANGE,1414.0
820646,646 PUNGGOL CTRL,646,PUNGGOL CTRL,18,2003,23,PUNGGOL,91,3749.5,3954.5,4136.0,4318.0,4703.0,5627.0,,,6355.0,7.0,35.099999999999994,KADALOOR,179.0
730646,646 WOODLANDS RING RD,646,WOODLANDS RING RD,12,1997,29,WOODLANDS,63,4071.0,3990.5,3936.0,,4917.0,5305.5,5385.0,6028.0,6312.0,9.0,28.4,ADMIRALTY,338.0
760646,646 YISHUN ST 61,646,YISHUN ST 61,12,1986,40,YISHUN,132,3750.0,3283.5,3519.5,3631.0,4380.0,4832.0,4922.0,5668.5,,14.0,,KHATIB,708.0
410647,647 JLN TENAGA,647,JLN TENAGA,14,1992,34,BEDOK,91,,4481.5,4592.0,4754.0,5188.0,5173.0,,6650.5,,6.0,,KAKI BUKIT,475.0
640647,647 JURONG WEST ST 61,647,JURONG WEST ST 61,15,1997,29,JURONG WEST,130,4074.5,3884.0,3800.0,4387.0,4587.0,4800.0,5040.0,4950.0,,7.0,,PIONEER,280.0
510647,647 PASIR RIS DR 10,647,PASIR RIS DR 10,13,1993,33,PASIR RIS,47,3919.0,4414.0,4120.0,4369.5,4333.0,5839.0,5853.0,5738.0,5892.0,7.0,36.0,PASIR RIS INTERCHANGE,1354.0
820647,647 PUNGGOL CTRL,647,PUNGGOL CTRL,18,2003,23,PUNGGOL,103,3864.0,3909.0,3982.0,4139.0,4881.0,5436.0,5718.0,6000.0,6582.0,15.0,34.8,KADALOOR,205.0
730647,647 WOODLANDS RING RD,647,WOODLANDS RING RD,12,1998,28,WOODLANDS,63,3912.0,4057.5,3975.5,3949.0,4769.5,,5611.0,6312.0,6236.0,16.0,30.7,ADMIRALTY,295.0
760647,647 YISHUN ST 61,647,YISHUN ST 61,9,1986,40,YISHUN,100,3929.5,3513.5,3140.0,3573.0,4384.5,4816.5,,5537.0,5692.5,13.0,29.799999999999997,KHATIB,728.0
560648,648 ANG MO KIO AVE 5,648,ANG MO KIO AVE 5,13,1980,46,ANG MO KIO,120,4835.0,3600.0,4298.0,4207.5,4616.0,4901.5,5702.0,6033.0,5537.0,20.0,20.0,YIO CHU KANG,409.0
530648,648 HOUGANG AVE 8,648,HOUGANG AVE 8,13,1986,40,HOUGANG,120,4345.0,3800.0,3990.0,4107.0,3855.0,5339.5,,,6220.0,7.0,61.3,HOUGANG INTERCHANGE,1271.0
410648,648 JLN TENAGA,648,JLN TENAGA,16,1992,34,BEDOK,90,4912.5,4971.5,,4876.0,5285.0,5574.0,,7339.0,6050.0,7.0,14.499999999999998,KAKI BUKIT,440.0
510648,648 PASIR RIS DR 10,648,PASIR RIS DR 10,13,1993,33,PASIR RIS,47,3814.0,,4124.5,4203.0,4565.0,,,5867.0,5943.0,7.0,30.2,PASIR RIS INTERCHANGE,1413.0
820648,648 PUNGGOL CTRL,648,PUNGGOL CTRL,18,2003,23,PUNGGOL,93,3940.5,3977.0,4354.5,4136.0,4750.0,5436.0,5769.0,6204.5,6363.5,10.0,34.0,KADALOOR,256.0
730648,648 WOODLANDS RING RD,648,WOODLANDS RING RD,12,1998,28,WOODLANDS,53,,4028.0,3860.5,4184.0,4574.0,4823.0,5993.0,5887.0,6028.0,7.0,31.8,ADMIRALTY,261.0
641648,648A JURONG WEST ST 61,648A,JURONG WEST ST 61,16,1999,27,JURONG WEST,92,4455.0,4182.0,4168.0,4505.0,4636.5,4864.0,5273.0,5729.0,,8.0,,PIONEER,86.0
642648,648B JURONG WEST ST 61,648B,JURONG WEST ST 61,16,1999,27,JURONG WEST,92,4309.0,4273.0,,4188.5,5091.0,5227.0,5727.0,5664.0,6000.0,10.0,17.9,PIONEER,124.0
643648,648C JURONG WEST ST 61,648C,JURONG WEST ST 61,16,1999,27,JURONG WEST,90,4182.0,4182.0,,,4773.0,5027.0,5477.5,5455.0,5786.5,12.0,21.2,PIONEER,164.0
644648,648D JURONG WEST ST 61,648D,JURONG WEST ST 61,16,1998,28,JURONG WEST,90,4113.5,4348.5,4135.0,4154.0,4927.5,5073.0,5263.5,5850.0,,15.0,,PIONEER,206.0
560649,649 ANG MO KIO AVE 5,649,ANG MO KIO AVE 5,13,1980,46,ANG MO KIO,208,4333.0,4267.0,3933.0,4187.0,4733.5,5319.0,5492.0,5843.0,6180.0,22.0,30.599999999999998,YIO CHU KANG,459.0
530649,649 HOUGANG AVE 8,649,HOUGANG AVE 8,17,1986,40,HOUGANG,64,,3583.0,,4312.5,,,5417.0,,5974.0,3.0,,HOUGANG INTERCHANGE,1192.0
410649,649 JLN TENAGA,649,JLN TENAGA,16,1992,34,BEDOK,82,4669.0,4689.5,4689.0,4545.0,,,5448.5,6647.5,,4.0,,KAKI BUKIT,388.0
510649,649 PASIR RIS DR 10,649,PASIR RIS DR 10,13,1993,33,PASIR RIS,46,3952.0,4007.0,,4193.0,,5448.0,,5917.0,6048.0,6.0,,PASIR RIS INTERCHANGE,1423.0
820649,649 PUNGGOL CTRL,649,PUNGGOL CTRL,18,2003,23,PUNGGOL,99,4227.0,3818.0,4182.0,4422.0,4764.0,5193.0,5182.0,6722.0,6818.0,15.0,43.1,KADALOOR,314.0
730649,649 WOODLANDS RING RD,649,WOODLANDS RING RD,12,1997,29,WOODLANDS,147,3663.0,3607.5,3600.0,4250.0,4337.0,5245.0,5505.0,5721.5,5734.0,10.0,32.2,ADMIRALTY,184.0
641649,649A JURONG WEST ST 61,649A,JURONG WEST ST 61,16,1999,27,JURONG WEST,123,4182.0,4295.5,4345.0,4279.0,5219.0,5380.0,5418.0,5829.5,,9.0,,PIONEER,49.0
642649,649B JURONG WEST ST 61,649B,JURONG WEST ST 61,16,1999,27,JURONG WEST,123,4478.0,4011.0,4264.0,,5000.0,5221.0,5279.0,5744.5,6026.0,14.0,20.5,PIONEER,89.0
370065,65 CIRCUIT RD,65,CIRCUIT RD,10,1965,61,GEYLANG,106,4237.0,4279.5,3729.0,,4669.5,5025.5,5441.0,5322.0,5703.5,17.0,22.1,MACPHERSON INTERCHANGE,282.0
320065,65 JLN MA'MOR,65,JLN MA'MOR,2,1959,67,KALLANG/WHAMPOA,6,4232.0,,,,7302.0,,,,7025.0,2.0,-3.8,BOON KENG,1059.0
330065,65 KALLANG BAHRU,65,KALLANG BAHRU,13,1973,53,KALLANG/WHAMPOA,285,4861.5,4692.0,4538.0,4231.0,4538.5,5384.5,5769.0,6462.0,6846.0,36.0,50.8,GEYLANG BAHRU,443.0
440065,65 MARINE DR,65,MARINE DR,16,1975,51,MARINE PARADE,176,6308.0,6289.0,5369.0,5991.5,6462.0,6538.5,6884.5,6863.5,7132.0,30.0,10.4,MARINE PARADE,474.0
460065,65 NEW UPP CHANGI RD,65,NEW UPP CHANGI RD,16,1977,49,BEDOK,120,4767.0,4457.0,,4022.0,4837.0,5254.5,5380.0,,5750.0,8.0,18.9,TANAH MERAH INTERCHANGE,807.0
600065,65 TEBAN GDNS RD,65,TEBAN GDNS RD,25,2001,25,JURONG EAST,120,4111.0,4085.0,,4011.0,4659.5,5000.0,5198.0,5679.0,5511.0,13.0,18.3,JURONG EAST INTERCHANGE,1260.0
100065,65 TELOK BLANGAH DR,65,TELOK BLANGAH DR,12,1978,48,BUKIT MERAH,144,5507.5,4710.0,4581.0,5000.0,5604.5,5791.0,6070.0,6253.0,6642.0,21.0,18.5,TELOK BLANGAH,395.0
560650,650 ANG MO KIO ST 61,650,ANG MO KIO ST 61,21,2014,12,ANG MO KIO,256,,,6478.0,6664.5,7134.0,8060.0,8395.5,8881.0,10299.0,20.0,44.4,YIO CHU KANG,507.0
530650,650 HOUGANG AVE 8,650,HOUGANG AVE 8,13,1987,39,HOUGANG,148,4048.0,3750.0,,4286.0,4333.5,5179.0,5002.5,5298.0,6600.0,10.0,52.300000000000004,HOUGANG INTERCHANGE,1104.0
410650,650 JLN TENAGA,650,JLN TENAGA,9,1994,32,BEDOK,92,4213.0,4662.0,4306.0,4519.0,4676.0,5352.0,,6215.0,6019.0,9.0,28.7,KAKI BUKIT,358.0
510650,650 PASIR RIS DR 10,650,PASIR RIS DR 10,13,1993,33,PASIR RIS,44,,3719.0,,4006.5,4897.0,,,5826.0,,4.0,,PASIR RIS INTERCHANGE,1462.0
670650,650 SENJA LINK,650,SENJA LINK,20,1999,27,BUKIT PANJANG,104,4640.0,4408.0,3923.0,4608.0,5230.0,4955.0,5643.0,6077.0,6269.5,13.0,19.900000000000002,JELEPANG,135.0
730650,650 WOODLANDS RING RD,650,WOODLANDS RING RD,12,1997,29,WOODLANDS,78,4029.5,3972.0,4024.5,3958.0,4735.5,5496.0,5711.5,6023.0,6163.0,15.0,30.099999999999998,ADMIRALTY,260.0
760650,650 YISHUN AVE 4,650,YISHUN AVE 4,4,1986,40,YISHUN,8,3962.0,,,,,,,,6918.0,1.0,,YISHUN,874.0
641650,650A JURONG WEST ST 61,650A,JURONG WEST ST 61,16,1999,27,JURONG WEST,123,4611.0,4174.0,3925.5,4319.5,4865.0,5090.0,5435.5,5929.5,,17.0,,PIONEER,74.0
642650,650B JURONG WEST ST 61,650B,JURONG WEST ST 61,16,1998,28,JURONG WEST,123,4302.0,4174.0,4167.0,4278.5,4833.0,5111.0,5480.5,5364.0,5818.0,11.0,20.4,PIONEER,130.0
643650,650C JURONG WEST ST 61,650C,JURONG WEST ST 61,16,1998,28,JURONG WEST,92,4286.0,4374.0,4670.0,4319.0,4966.5,5354.0,5495.0,6000.0,5692.0,10.0,14.6,PIONEER,146.0
530651,651 HOUGANG AVE 8,651,HOUGANG AVE 8,4,1986,40,HOUGANG,8,,4349.0,4245.0,4418.0,4834.0,5034.0,,,,2.0,,HOUGANG INTERCHANGE,1131.0
410651,651 JLN TENAGA,651,JLN TENAGA,12,1995,31,BEDOK,85,4614.5,4135.5,4764.0,4704.5,5233.5,5618.0,6350.5,6722.0,,10.0,,KAKI BUKIT,332.0
510651,651 PASIR RIS DR 10,651,PASIR RIS DR 10,13,1994,32,PASIR RIS,46,3711.0,,,,,5456.0,,,,1.0,,PASIR RIS INTERCHANGE,1467.0
820651,651 PUNGGOL CTRL,651,PUNGGOL CTRL,18,2003,23,PUNGGOL,91,4000.0,3818.0,4059.0,4000.0,4864.0,5494.0,6389.0,6192.0,,12.0,,RIVIERA,265.0
670651,651 SENJA LINK,651,SENJA LINK,20,1999,27,BUKIT PANJANG,104,4654.0,4360.0,4615.0,4538.5,5154.0,5247.5,5481.5,6099.0,,9.0,,JELEPANG,95.0
730651,651 WOODLANDS RING RD,651,WOODLANDS RING RD,12,1997,29,WOODLANDS,92,3564.0,3290.0,,3620.0,4529.5,4682.0,,5388.0,6238.0,10.0,37.7,ADMIRALTY,297.0
760651,651 YISHUN AVE 4,651,YISHUN AVE 4,9,1986,40,YISHUN,96,3372.0,,3253.0,3591.0,3967.0,5024.0,5124.0,5413.0,5331.0,15.0,34.4,YISHUN,830.0
641651,651A JURONG WEST ST 61,651A,JURONG WEST ST 61,14,2000,26,JURONG WEST,93,4615.0,4286.0,,4457.0,4690.0,5495.0,5609.0,6313.0,6703.0,7.0,42.9,PIONEER,83.0
642651,651B JURONG WEST ST 61,651B,JURONG WEST ST 61,16,2000,26,JURONG WEST,107,4493.5,4372.5,4396.0,4346.5,4890.0,5322.0,5667.0,6011.5,5978.0,12.0,22.2,PIONEER,111.0
530652,652 HOUGANG AVE 8,652,HOUGANG AVE 8,13,1986,40,HOUGANG,120,4167.0,4333.0,4233.0,4493.0,4980.0,5700.0,5647.0,6416.5,6667.0,14.0,33.900000000000006,HOUGANG INTERCHANGE,1075.0
410652,652 JLN TENAGA,652,JLN TENAGA,14,1995,31,BEDOK,78,,,,4722.0,5302.0,5540.0,,6336.0,,3.0,,KAKI BUKIT,264.0
820652,652 PUNGGOL CTRL,652,PUNGGOL CTRL,18,2003,23,PUNGGOL,103,,3854.5,4136.0,3769.0,4655.0,5364.0,5436.0,6031.0,6514.0,20.0,39.900000000000006,RIVIERA,263.0
670652,652 SENJA LINK,652,SENJA LINK,20,2000,26,BUKIT PANJANG,104,4195.5,4434.0,4416.0,4730.0,5027.5,5527.0,5396.0,5918.5,6000.0,13.0,19.3,JELEPANG,111.0
730652,652 WOODLANDS RING RD,652,WOODLANDS RING RD,12,1997,29,WOODLANDS,78,3881.5,3865.0,3819.0,4094.5,4618.0,,5694.0,5486.0,6181.0,7.0,33.800000000000004,ADMIRALTY,309.0
760652,652 YISHUN AVE 4,652,YISHUN AVE 4,12,1986,40,YISHUN,63,3349.0,4022.0,4554.0,4615.0,5300.0,5544.0,5414.0,5686.0,6873.0,9.0,29.7,YISHUN,858.0
641652,652A JURONG WEST ST 61,652A,JURONG WEST ST 61,14,2000,26,JURONG WEST,93,,4154.5,4000.0,4477.0,4669.0,5239.0,5162.0,5450.0,,9.0,,PIONEER,144.0
642652,652B JURONG WEST ST 61,652B,JURONG WEST ST 61,16,2000,26,JURONG WEST,107,4350.0,4335.0,4182.0,4172.0,4722.5,5107.5,5227.5,5498.5,6082.0,15.0,28.799999999999997,PIONEER,124.0
643652,652C JURONG WEST ST 61,652C,JURONG WEST ST 61,16,2000,26,JURONG WEST,107,4299.0,4009.0,4073.0,,5091.0,5345.0,5467.5,5613.5,5954.0,15.0,17.0,PIONEER,109.0
530653,653 HOUGANG AVE 8,653,HOUGANG AVE 8,17,1987,39,HOUGANG,64,3708.0,3667.0,,4000.0,4833.0,5417.0,5275.0,,5750.0,4.0,19.0,HOUGANG INTERCHANGE,1121.0
410653,653 JLN TENAGA,653,JLN TENAGA,15,1995,31,BEDOK,79,4640.0,4727.0,4375.0,,5323.0,5556.0,5923.0,,7162.0,8.0,34.5,KAKI BUKIT,256.0
670653,653 SENJA LINK,653,SENJA LINK,20,1999,27,BUKIT PANJANG,74,3885.0,4350.0,4480.0,4231.0,5000.0,5769.0,5273.0,,6674.0,9.0,33.5,JELEPANG,67.0
730653,653 WOODLANDS RING RD,653,WOODLANDS RING RD,12,1997,29,WOODLANDS,92,3532.0,3259.0,,3717.5,4505.0,4777.0,4711.0,5446.0,5785.0,9.0,28.4,ADMIRALTY,353.0
760653,653 YISHUN AVE 4,653,YISHUN AVE 4,12,1986,40,YISHUN,110,3786.0,3429.0,3427.5,3768.0,3988.0,4762.0,,5595.0,6000.0,11.0,50.5,YISHUN,893.0
641653,653A JURONG WEST ST 61,653A,JURONG WEST ST 61,16,2000,26,JURONG WEST,152,3779.5,4273.0,4155.0,4009.0,4864.0,5114.0,5564.0,5527.0,6035.0,22.0,24.099999999999998,PIONEER,117.0
642653,653B JURONG WEST ST 61,653B,JURONG WEST ST 61,16,2000,26,JURONG WEST,107,4436.5,,4063.0,4311.5,4818.0,5117.0,5297.0,,5955.0,10.0,23.599999999999998,PIONEER,187.0
643653,653C JURONG WEST ST 61,653C,JURONG WEST ST 61,16,2000,26,JURONG WEST,105,4409.0,4189.0,3955.0,4136.0,4667.0,5027.0,5495.0,5199.0,5916.0,18.0,26.8,PIONEER,247.0
530654,654 HOUGANG AVE 8,654,HOUGANG AVE 8,4,1986,40,HOUGANG,18,4340.0,4618.0,4281.0,4437.0,,,,6250.0,6301.0,2.0,,HOUGANG INTERCHANGE,1063.0
410654,654 JLN TENAGA,654,JLN TENAGA,12,1995,31,BEDOK,86,4670.0,4125.5,4416.5,4614.5,4796.0,5208.5,,6353.0,6759.0,6.0,40.9,KAKI BUKIT,277.0
670654,654 SENJA RD,654,SENJA RD,20,2000,26,BUKIT PANJANG,102,4234.0,4264.0,4385.0,4342.0,4820.0,5022.5,5747.0,6132.0,6458.0,17.0,34.0,JELEPANG,131.0
730654,654 WOODLANDS RING RD,654,WOODLANDS RING RD,12,1997,29,WOODLANDS,44,,3901.0,4291.0,,4985.5,5376.0,5589.0,,6418.0,5.0,28.7,ADMIRALTY,375.0
760654,654 YISHUN AVE 4,654,YISHUN AVE 4,12,1986,40,YISHUN,61,4219.0,,,4841.5,4590.0,5859.0,,6082.5,6293.0,8.0,37.1,YISHUN,946.0
641654,654A JURONG WEST ST 61,654A,JURONG WEST ST 61,14,2000,26,JURONG WEST,93,4010.0,4100.5,4009.0,4455.0,4961.0,5068.5,5182.0,5527.0,6182.0,13.0,24.6,PIONEER,191.0
642654,654B JURONG WEST ST 61,654B,JURONG WEST ST 61,16,2000,26,JURONG WEST,107,4464.0,4236.0,4182.0,4364.0,4955.0,5135.0,5391.0,5973.0,6091.0,17.0,22.900000000000002,PIONEER,170.0
643654,654C JURONG WEST ST 61,654C,JURONG WEST ST 61,16,2000,26,JURONG WEST,107,4445.5,4050.0,3950.5,4182.0,4955.0,5400.0,5345.5,5624.5,5856.0,13.0,18.2,PIONEER,196.0
530655,655 HOUGANG AVE 8,655,HOUGANG AVE 8,17,1987,39,HOUGANG,64,3650.0,,,4366.0,4646.0,4966.0,,,6083.0,7.0,30.9,HOUGANG INTERCHANGE,1051.0
410655,655 JLN TENAGA,655,JLN TENAGA,11,1995,31,BEDOK,90,4393.5,4306.0,4444.0,4291.0,4907.5,5906.0,5907.0,6274.0,6618.5,13.0,34.9,KAKI BUKIT,253.0
670655,655 SENJA RD,655,SENJA RD,20,2000,26,BUKIT PANJANG,102,4481.0,4292.0,4481.0,4134.5,5077.0,5654.0,5546.0,5766.0,,11.0,,JELEPANG,69.0
730655,655 WOODLANDS RING RD,655,WOODLANDS RING RD,12,1997,29,WOODLANDS,115,3455.0,3341.5,3337.0,3317.0,4254.0,4650.0,4901.5,5318.0,5550.5,15.0,30.5,ADMIRALTY,465.0
760655,655 YISHUN AVE 4,655,YISHUN AVE 4,12,1986,40,YISHUN,132,3412.0,3442.0,3438.5,,3845.0,4605.0,4895.5,5505.0,5774.0,16.0,50.2,YISHUN,929.0
641655,655A JURONG WEST ST 61,655A,JURONG WEST ST 61,16,2000,26,JURONG WEST,169,4448.0,3935.5,3843.0,4395.0,4713.0,5347.5,5523.0,5747.0,6264.0,20.0,32.9,PIONEER,258.0
642655,655B JURONG WEST ST 61,655B,JURONG WEST ST 61,16,2000,26,JURONG WEST,154,4565.0,4353.0,4500.0,4441.0,5176.0,5353.0,5588.0,6212.0,6423.0,20.0,24.099999999999998,PIONEER,234.0
680656,656 CHOA CHU KANG CRES,656,CHOA CHU KANG CRES,20,1998,28,CHOA CHU KANG,120,3726.0,3462.0,3293.5,3605.0,4242.5,4759.0,4849.5,4959.0,5808.0,13.0,36.9,YEW TEE,446.0
530656,656 HOUGANG AVE 8,656,HOUGANG AVE 8,4,1986,40,HOUGANG,20,,,,4428.0,,5464.0,5650.5,6291.0,,4.0,,HOUGANG INTERCHANGE,1081.0
410656,656 JLN TENAGA,656,JLN TENAGA,15,1995,31,BEDOK,80,4656.0,,4760.0,4300.5,5335.0,,6391.0,6254.0,6976.5,9.0,30.8,KAKI BUKIT,173.0
670656,656 SENJA RD,656,SENJA RD,20,1999,27,BUKIT PANJANG,74,4235.5,,4500.0,,,5020.5,5455.0,6192.5,6318.0,6.0,,JELEPANG,102.0
730656,656 WOODLANDS RING RD,656,WOODLANDS RING RD,11,1997,29,WOODLANDS,70,3819.5,3819.0,3750.0,3916.0,4931.0,,5453.5,5799.0,6444.5,9.0,30.7,ADMIRALTY,451.0
760656,656 YISHUN AVE 4,656,YISHUN AVE 4,4,1986,40,YISHUN,16,3352.0,,,,4118.0,4824.0,5742.0,,,4.0,,KHATIB,852.0
641656,656A JURONG WEST ST 61,656A,JURONG WEST ST 61,16,2000,26,JURONG WEST,90,4144.0,4129.0,4110.0,4076.0,4962.0,4624.0,5490.0,5568.0,6034.0,15.0,21.6,PIONEER,329.0
642656,656B JURONG WEST ST 61,656B,JURONG WEST ST 61,16,2000,26,JURONG WEST,90,4432.0,3977.0,4170.0,4053.0,5090.0,5114.0,5492.0,5584.5,6278.0,8.0,23.3,PIONEER,292.0
643656,656C JURONG WEST ST 61,656C,JURONG WEST ST 61,16,2000,26,JURONG WEST,90,4421.5,4018.0,3939.0,4234.5,4842.5,5227.0,5161.0,5506.0,5890.0,14.0,21.6,PIONEER,336.0
644656,656D JURONG WEST ST 61,656D,JURONG WEST ST 61,16,2000,26,JURONG WEST,90,4318.0,4128.5,4030.0,,4424.5,,5232.0,5901.0,,8.0,,PIONEER,354.0
680657,657 CHOA CHU KANG CRES,657,CHOA CHU KANG CRES,19,1998,28,CHOA CHU KANG,114,3584.5,3415.0,3398.0,,4333.0,4500.0,4423.0,5180.0,5192.0,10.0,19.8,YEW TEE,424.0
530657,657 HOUGANG AVE 8,657,HOUGANG AVE 8,17,1987,39,HOUGANG,64,3750.0,,3791.5,,4417.0,5075.0,5432.0,,6241.0,5.0,41.3,HOUGANG INTERCHANGE,1080.0
410657,657 JLN TENAGA,657,JLN TENAGA,11,1994,32,BEDOK,80,,4346.0,4528.0,4737.5,,5509.5,5872.0,6604.0,6602.0,9.0,,KAKI BUKIT,197.0
730657,657 WOODLANDS RING RD,657,WOODLANDS RING RD,12,1997,29,WOODLANDS,102,3279.0,3200.0,3450.0,,4119.0,4540.0,4808.5,5358.5,5300.0,15.0,28.7,ADMIRALTY,511.0
760657,657 YISHUN AVE 4,657,YISHUN AVE 4,12,1986,40,YISHUN,132,3855.0,3427.0,3292.0,3936.0,4298.0,4942.0,5023.5,5475.0,6000.0,17.0,39.6,KHATIB,874.0
