latitude,longitude,postal,address,block,street_name,max_floor_lvl,year_completed,town,total_dwelling_units,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,smallunit_sold
1.38008135969444,103.746113120679,680231,231 CHOA CHU KANG CTRL,231,CHOA CHU KANG CTRL,4,1989,CHOA CHU KANG,16,0,16,0,0,0,0
1.38953316865049,103.901395398008,540231,231 COMPASSVALE WALK,231,COMPASSVALE WALK,16,1997,SENGKANG,150,0,120,30,0,0,0
1.35813059742215,103.887899973852,530231,231 HOUGANG ST 21,231,HOUGANG ST 21,13,1983,HOUGANG,102,0,22,80,0,0,0
1.3411274954664,103.738101187795,600231,231 JURONG EAST ST 21,231,JURONG EAST ST 21,12,1981,JURONG EAST,152,128,22,0,2,0,0
1.33696011414514,103.859489719839,310231,231 LOR 8 TOA PAYOH,231,LOR 8 TOA PAYOH,12,1976,TOA PAYOH,176,176,0,0,0,0,0
1.37337990743405,103.961401813164,510231,231 PASIR RIS DR 4,231,PASIR RIS DR 4,13,1992,PASIR RIS,98,0,36,62,0,0,0
1.37602906861135,103.772784291707,670231,231 PENDING RD,231,PENDING RD,4,1987,BUKIT PANJANG,24,13,7,4,0,0,0
1.35501762599795,103.868367739693,550231,231 SERANGOON AVE 3,231,SERANGOON AVE 3,12,1984,SERANGOON,88,0,88,0,0,0,0
1.34360960148098,103.956903452364,520231,231 SIMEI ST 4,231,SIMEI ST 4,11,1988,TAMPINES,90,0,54,36,0,0,0
1.35594124704072,103.94917043237,521231,231 TAMPINES ST 21,231,TAMPINES ST 21,4,1984,TAMPINES,32,16,16,0,0,0,0
1.43407128728567,103.837079158243,760231,231 YISHUN ST 21,231,YISHUN ST 21,12,1984,YISHUN,88,0,12,76,0,0,0
1.40205646680752,103.891877462839,821231,231A SUMANG LANE,231A,SUMANG LANE,17,2017,PUNGGOL,90,0,60,30,0,0,0
1.35951857354759,103.732035881114,691231,231A TENGAH DR,231A,TENGAH DR,14,2024,TENGAH,145,26,46,47,0,0,26
1.40212735474243,103.891464755643,822231,231B SUMANG LANE,231B,SUMANG LANE,17,2017,PUNGGOL,96,0,32,64,0,0,0
1.35945430625516,103.732742299219,692231,231B TENGAH DR,231B,TENGAH DR,14,2024,TENGAH,112,0,28,22,0,0,62
1.36834606813391,103.837196046409,560232,232 ANG MO KIO AVE 3,232,ANG MO KIO AVE 3,12,1977,ANG MO KIO,144,122,20,1,1,0,0
1.29685311080014,103.853347534791,180232,232 BAIN ST,232,BAIN ST,25,1979,CENTRAL AREA,120,0,120,0,0,0,0
1.35824518191713,103.845504295296,570232,232 BISHAN ST 22,232,BISHAN ST 22,11,1990,BISHAN,75,0,68,7,0,0,0
1.34933608943668,103.75494179671,650232,232 BT BATOK EAST AVE 5,232,BT BATOK EAST AVE 5,4,1984,BUKIT BATOK,40,24,16,0,0,0,0
1.38058554951928,103.747098393775,680232,232 CHOA CHU KANG CTRL,232,CHOA CHU KANG CTRL,15,1989,CHOA CHU KANG,72,0,72,0,0,0,0
1.39055587792288,103.900837998637,540232,232 COMPASSVALE WALK,232,COMPASSVALE WALK,15,1997,SENGKANG,140,0,56,84,0,0,0
1.35854702755579,103.888523907469,530232,232 HOUGANG AVE 1,232,HOUGANG AVE 1,13,1983,HOUGANG,124,0,124,0,0,0,0
1.33982600141552,103.740822151959,600232,232 JURONG EAST ST 21,232,JURONG EAST ST 21,10,1981,JURONG EAST,89,52,36,0,1,0,0
1.3375718690811,103.858843935428,310232,232 LOR 8 TOA PAYOH,232,LOR 8 TOA PAYOH,12,1976,TOA PAYOH,174,171,0,2,0,0,0
1.37472099992647,103.961671927365,510232,232 PASIR RIS DR 4,232,PASIR RIS DR 4,13,1992,PASIR RIS,98,0,36,62,0,0,0
1.37647117966901,103.772397980678,670232,232 PENDING RD,232,PENDING RD,12,1987,BUKIT PANJANG,110,66,44,0,0,0,0
1.35474706561703,103.868731989138,550232,232 SERANGOON AVE 3,232,SERANGOON AVE 3,12,1984,SERANGOON,88,0,88,0,0,0,0
1.34421274800842,103.957156790989,520232,232 SIMEI ST 4,232,SIMEI ST 4,11,1989,TAMPINES,90,0,54,36,0,0,0
1.35641019271569,103.948701736728,521232,232 TAMPINES ST 21,232,TAMPINES ST 21,12,1984,TAMPINES,110,0,16,94,0,0,0
1.43459992009659,103.837409471332,760232,232 YISHUN ST 21,232,YISHUN ST 21,12,1984,YISHUN,110,0,16,94,0,0,0
1.35425419082461,103.868542956652,551232,232A SERANGOON AVE 2,232A,SERANGOON AVE 2,16,1997,SERANGOON,90,0,0,0,90,0,0
1.40218146470722,103.891041190731,821232,232A SUMANG LANE,232A,SUMANG LANE,17,2017,PUNGGOL,96,0,32,64,0,0,0
1.40229542971451,103.890631891929,822232,232B SUMANG LANE,232B,SUMANG LANE,17,2017,PUNGGOL,96,0,48,48,0,0,0
1.40203576124081,103.890116621791,823232,232C SUMANG LANE,232C,SUMANG LANE,17,2017,PUNGGOL,192,32,32,0,0,0,128
1.36754924977907,103.836740628478,560233,233 ANG MO KIO AVE 3,233,ANG MO KIO AVE 3,12,1977,ANG MO KIO,142,117,20,3,2,0,0
1.29679486357103,103.853907185582,180233,233 BAIN ST,233,BAIN ST,25,1979,CENTRAL AREA,120,0,120,0,0,0,0
1.35857600459413,103.845592706619,570233,233 BISHAN ST 22,233,BISHAN ST 22,11,1990,BISHAN,61,0,61,0,0,0,0
1.3488252646597,103.755127558884,650233,233 BT BATOK EAST AVE 5,233,BT BATOK EAST AVE 5,12,1984,BUKIT BATOK,140,94,41,2,2,0,0
1.3803055953649,103.747293951775,680233,233 CHOA CHU KANG CTRL,233,CHOA CHU KANG CTRL,15,1989,CHOA CHU KANG,72,0,72,0,0,0,0
1.32409811431971,103.888499174248,370056,56 PIPIT RD,56,PIPIT RD,18,1996,GEYLANG,68,0,0,68,0,0,0
1.38994081535227,103.900721365137,540233,233 COMPASSVALE WALK,233,COMPASSVALE WALK,16,1997,SENGKANG,90,0,15,75,0,0,0
1.35782945982904,103.888000813967,530233,233 HOUGANG ST 21,233,HOUGANG ST 21,4,1983,HOUGANG,28,0,8,20,0,0,0
1.34037462134713,103.740936554727,600233,233 JURONG EAST ST 21,233,JURONG EAST ST 21,8,1981,JURONG EAST,84,70,14,0,0,0,0
1.33828365922679,103.858467966719,310233,233 LOR 8 TOA PAYOH,233,LOR 8 TOA PAYOH,12,1976,TOA PAYOH,121,119,0,2,0,0,0
1.37410323410336,103.961991002637,510233,233 PASIR RIS DR 4,233,PASIR RIS DR 4,13,1992,PASIR RIS,120,0,24,96,0,0,0
1.3765260382011,103.77167996721,670233,233 PENDING RD,233,PENDING RD,13,1987,BUKIT PANJANG,60,0,0,0,60,0,0
1.3551338137075,103.869137347738,550233,233 SERANGOON AVE 3,233,SERANGOON AVE 3,11,1984,SERANGOON,100,0,100,0,0,0,0
1.34416652504865,103.956338322334,520233,233 SIMEI ST 4,233,SIMEI ST 4,11,1988,TAMPINES,110,0,74,36,0,0,0
1.35640933580615,103.947528676983,521233,233 TAMPINES ST 21,233,TAMPINES ST 21,12,1984,TAMPINES,110,0,16,94,0,0,0
1.43494883445469,103.83815958338,760233,233 YISHUN ST 21,233,YISHUN ST 21,4,1984,YISHUN,19,14,5,0,0,0,0
1.40158066096097,103.890310335343,821233,233A SUMANG LANE,233A,SUMANG LANE,17,2017,PUNGGOL,192,32,0,0,0,0,160
1.33822630128855,103.874618169007,361233,233A UPP ALJUNIED RD,233A,UPP ALJUNIED RD,16,2025,TOA PAYOH,123,28,95,0,0,0,0
1.40181105531617,103.890815263088,822233,233B SUMANG LANE,233B,SUMANG LANE,17,2017,PUNGGOL,96,0,48,48,0,0,0
1.33876757304567,103.874692142639,362233,233B UPP ALJUNIED RD,233B,UPP ALJUNIED RD,16,2025,TOA PAYOH,123,15,108,0,0,0,0
1.40173289385942,103.891041221089,823233,233C SUMANG LANE,233C,SUMANG LANE,17,2017,PUNGGOL,96,0,48,48,0,0,0
1.33850321331255,103.875256289513,363233,233C UPP ALJUNIED RD,233C,UPP ALJUNIED RD,16,2025,TOA PAYOH,112,45,67,0,0,0,0
1.36718287740141,103.836639986274,560234,234 ANG MO KIO AVE 3,234,ANG MO KIO AVE 3,12,1976,ANG MO KIO,88,0,55,33,0,0,0
1.35837057780719,103.846091355463,570234,234 BISHAN ST 22,234,BISHAN ST 22,13,1990,BISHAN,52,0,43,9,0,0,0
1.37853337682238,103.771789071508,670234,234 BT PANJANG RING RD,234,BT PANJANG RING RD,12,1988,BUKIT PANJANG,84,0,46,38,0,0,0
1.34914189754947,103.755426346849,650234,234 BT BATOK EAST AVE 5,234,BT BATOK EAST AVE 5,4,1984,BUKIT BATOK,24,16,8,0,0,0,0
1.3802069557625,103.748137630209,680234,234 CHOA CHU KANG CTRL,234,CHOA CHU KANG CTRL,12,1988,CHOA CHU KANG,110,0,70,40,0,0,0
1.39066536529483,103.90025238383,540234,234 COMPASSVALE WALK,234,COMPASSVALE WALK,15,1997,SENGKANG,84,0,56,28,0,0,0
1.35819557447623,103.888783549259,530234,234 HOUGANG AVE 1,234,HOUGANG AVE 1,13,1984,HOUGANG,90,0,48,42,0,0,0
1.3399327053569,103.741646605612,600234,234 JURONG EAST ST 21,234,JURONG EAST ST 21,12,1981,JURONG EAST,88,0,12,76,0,0,0
1.33860148626926,103.857914069837,310234,234 LOR 8 TOA PAYOH,234,LOR 8 TOA PAYOH,12,1976,TOA PAYOH,117,114,0,3,0,0,0
1.37328803650135,103.961830001962,510234,234 PASIR RIS DR 4,234,PASIR RIS DR 4,13,1992,PASIR RIS,120,0,48,72,0,0,0
1.35479953784915,103.869534332454,550234,234 SERANGOON AVE 3,234,SERANGOON AVE 3,12,1984,SERANGOON,88,0,88,0,0,0,0
1.34346512339979,103.955448165902,520234,234 SIMEI ST 4,234,SIMEI ST 4,11,1987,TAMPINES,80,0,44,36,0,0,0
1.35590413566011,103.948024616734,521234,234 TAMPINES ST 21,234,TAMPINES ST 21,12,1984,TAMPINES,132,66,66,0,0,0,0
1.43435351509231,103.837919538203,760234,234 YISHUN ST 21,234,YISHUN ST 21,12,1984,YISHUN,117,53,45,19,0,0,0
1.35429542901204,103.869169644979,551234,234A SERANGOON AVE 2,234A,SERANGOON AVE 2,16,1997,SERANGOON,90,0,0,0,90,0,0
1.40166421869052,103.891897318435,821234,234A SUMANG LANE,234A,SUMANG LANE,17,2017,PUNGGOL,112,48,32,0,0,0,32
1.40168217037576,103.891667378516,822234,234B SUMANG LANE,234B,SUMANG LANE,17,2017,PUNGGOL,96,0,48,48,0,0,0
1.36682360872342,103.83649123351,560235,235 ANG MO KIO AVE 3,235,ANG MO KIO AVE 3,12,1976,ANG MO KIO,153,130,22,1,0,0,0
1.35847822127518,103.846408011135,570235,235 BISHAN ST 22,235,BISHAN ST 22,10,1990,BISHAN,63,0,45,18,0,0,0
1.34848352110457,103.756300449103,650235,235 BT BATOK EAST AVE 5,235,BT BATOK EAST AVE 5,12,1984,BUKIT BATOK,179,105,69,2,0,0,0
1.37819427719912,103.771248560652,670235,235 BT PANJANG RING RD,235,BT PANJANG RING RD,13,1988,BUKIT PANJANG,116,0,96,20,0,0,0
1.37975664367524,103.748749195334,680235,235 CHOA CHU KANG CTRL,235,CHOA CHU KANG CTRL,19,1990,CHOA CHU KANG,64,0,0,0,64,0,0
1.39090009571305,103.899536487957,540235,235 COMPASSVALE WALK,235,COMPASSVALE WALK,15,1997,SENGKANG,84,0,56,28,0,0,0
1.35714585264641,103.888559580363,530235,235 HOUGANG ST 21,235,HOUGANG ST 21,4,1983,HOUGANG,28,0,0,0,28,0,0
1.33997597903355,103.742159955768,600235,235 JURONG EAST ST 21,235,JURONG EAST ST 21,4,1981,JURONG EAST,15,15,0,0,0,0,0
1.33894969177117,103.857138926344,310235,235 LOR 8 TOA PAYOH,235,LOR 8 TOA PAYOH,12,1975,TOA PAYOH,129,126,0,3,0,0,0
1.37346122110823,103.962314187689,510235,235 PASIR RIS ST 21,235,PASIR RIS ST 21,13,1992,PASIR RIS,48,0,0,0,48,0,0
1.35511076107735,103.869934707698,550235,235 SERANGOON AVE 3,235,SERANGOON AVE 3,12,1984,SERANGOON,88,0,88,0,0,0,0
1.34295970419769,103.955474153095,520235,235 SIMEI ST 4,235,SIMEI ST 4,4,1987,TAMPINES,14,0,9,5,0,0,0
1.35549080919861,103.948259265817,521235,235 TAMPINES ST 21,235,TAMPINES ST 21,12,1984,TAMPINES,132,66,66,0,0,0,0
1.43422889283755,103.838543994351,760235,235 YISHUN ST 21,235,YISHUN ST 21,10,1984,YISHUN,84,39,32,13,0,0,0
1.36036245248922,103.73136866847,691235,235A TENGAH GDN WALK,235A,TENGAH GDN WALK,14,2024,TENGAH,74,26,12,12,0,0,24
1.36025846125477,103.731910568398,692235,235B TENGAH GDN WALK,235B,TENGAH GDN WALK,14,2024,TENGAH,124,18,37,23,0,0,46
1.35900490923943,103.847006575058,570236,236 BISHAN ST 22,236,BISHAN ST 22,16,1990,BISHAN,100,0,80,20,0,0,0
1.34933642345807,103.755963537392,650236,236 BT BATOK EAST AVE 5,236,BT BATOK EAST AVE 5,10,1984,BUKIT BATOK,108,0,20,88,0,0,0
1.37902490874965,103.771215066012,670236,236 BT PANJANG RING RD,236,BT PANJANG RING RD,12,1987,BUKIT PANJANG,110,0,110,0,0,0,0
1.37981581239549,103.748209630694,680236,236 CHOA CHU KANG CTRL,236,CHOA CHU KANG CTRL,12,1988,CHOA CHU KANG,88,0,48,40,0,0,0
1.3904871662738,103.899438527283,540236,236 COMPASSVALE WALK,236,COMPASSVALE WALK,16,1997,SENGKANG,120,0,60,60,0,0,0
1.35782377502387,103.888939725858,530236,236 HOUGANG AVE 1,236,HOUGANG AVE 1,13,1983,HOUGANG,96,0,96,0,0,0,0
1.34040691118426,103.742128554131,600236,236 JURONG EAST ST 21,236,JURONG EAST ST 21,9,1981,JURONG EAST,96,0,96,0,0,0,0
1.34027351637589,103.852085014347,310236,236 LOR 1 TOA PAYOH,236,LOR 1 TOA PAYOH,9,1986,TOA PAYOH,76,0,0,0,76,0,0
1.37447033709723,103.962580230162,510236,236 PASIR RIS ST 21,236,PASIR RIS ST 21,13,1992,PASIR RIS,60,0,0,0,60,0,0
1.35424006743426,103.869821831929,550236,236 SERANGOON AVE 3,236,SERANGOON AVE 3,11,1984,SERANGOON,100,0,100,0,0,0,0
1.35590516879669,103.947447486706,520236,236 TAMPINES ST 21,236,TAMPINES ST 21,12,1984,TAMPINES,132,66,66,0,0,0,0
1.43416807984448,103.838998943947,760236,236 YISHUN RING RD,236,YISHUN RING RD,10,1984,YISHUN,84,39,32,13,0,0,0
1.35387693926748,103.869510740238,551236,236A SERANGOON AVE 2,236A,SERANGOON AVE 2,16,1997,SERANGOON,90,0,0,0,90,0,0
1.36087172443222,103.731849892849,691236,236A TENGAH GDN WALK,236A,TENGAH GDN WALK,14,2024,TENGAH,112,0,30,42,0,0,40
1.36085163912016,103.732448347154,692236,236B TENGAH GDN WALK,236B,TENGAH GDN WALK,14,2024,TENGAH,121,0,25,24,0,0,72
1.35941996844392,103.847150338684,570237,237 BISHAN ST 22,237,BISHAN ST 22,16,1990,BISHAN,85,0,42,33,10,0,0
1.34949080174397,103.755305492466,650237,237 BT BATOK EAST AVE 5,237,BT BATOK EAST AVE 5,4,1984,BUKIT BATOK,16,8,8,0,0,0,0
1.37856756097104,103.770647361863,670237,237 BT PANJANG RING RD,237,BT PANJANG RING RD,13,1988,BUKIT PANJANG,118,0,88,30,0,0,0
1.3794475026281,103.748287395227,680237,237 CHOA CHU KANG CTRL,237,CHOA CHU KANG CTRL,11,1990,CHOA CHU KANG,118,0,118,0,0,0,0
1.3898678837082,103.898520282397,540237,237 COMPASSVALE WALK,237,COMPASSVALE WALK,16,1998,SENGKANG,120,0,60,60,0,0,0
1.35662141874805,103.888857749393,530237,237 HOUGANG ST 21,237,HOUGANG ST 21,15,1983,HOUGANG,125,0,0,0,125,0,0
1.34071089584165,103.741213160816,600237,237 JURONG EAST ST 21,237,JURONG EAST ST 21,4,1981,JURONG EAST,12,12,0,0,0,0,0
1.33977315087539,103.852242265569,310237,237 LOR 1 TOA PAYOH,237,LOR 1 TOA PAYOH,9,1986,TOA PAYOH,72,0,0,0,72,0,0
1.37407916915993,103.962867929916,510237,237 PASIR RIS ST 21,237,PASIR RIS ST 21,13,1992,PASIR RIS,48,0,0,0,48,0,0
1.35381198342473,103.87013457465,550237,237 SERANGOON AVE 3,237,SERANGOON AVE 3,11,1985,SERANGOON,105,63,41,1,0,0,0
1.35549051078672,103.947212194692,520237,237 TAMPINES ST 21,237,TAMPINES ST 21,12,1984,TAMPINES,132,66,66,0,0,0,0
1.43345412197149,103.83891867844,760237,237 YISHUN RING RD,237,YISHUN RING RD,12,1984,YISHUN,102,50,44,8,0,0,0
1.34140085646659,103.709564453255,641237,237A BOON LAY DR,237A,BOON LAY DR,15,2023,JURONG WEST,80,0,26,54,0,0,0
1.36128998303492,103.732182753821,691237,237A TENGAH GDN WALK,237A,TENGAH GDN WALK,14,2024,TENGAH,112,0,30,42,0,0,40
1.34181573370153,103.709524207794,642237,237B BOON LAY DR,237B,BOON LAY DR,17,2023,JURONG WEST,158,32,48,0,0,0,78
1.36127028884187,103.732729768521,692237,237B TENGAH GDN WALK,237B,TENGAH GDN WALK,14,2024,TENGAH,125,0,27,26,0,0,72
1.35976080279004,103.844642640153,570238,238 BISHAN ST 22,238,BISHAN ST 22,13,1990,BISHAN,76,0,0,0,76,0,0
1.34983226535734,103.7547381511,650238,238 BT BATOK EAST AVE 5,238,BT BATOK EAST AVE 5,13,1984,BUKIT BATOK,173,110,63,0,0,0,0
1.37979484885351,103.770663726887,670238,238 BT PANJANG RING RD,238,BT PANJANG RING RD,12,1987,BUKIT PANJANG,96,0,57,39,0,0,0
1.37914625858488,103.74820998984,680238,238 CHOA CHU KANG CTRL,238,CHOA CHU KANG CTRL,4,1989,CHOA CHU KANG,16,0,16,0,0,0,0
1.39044005805872,103.898663984992,540238,238 COMPASSVALE WALK,238,COMPASSVALE WALK,16,1998,SENGKANG,137,0,92,45,0,0,0
1.35714409402773,103.888970066565,530238,238 HOUGANG AVE 1,238,HOUGANG AVE 1,13,1983,HOUGANG,116,0,22,94,0,0,0
1.34071930674982,103.74056288551,600238,238 JURONG EAST ST 21,238,JURONG EAST ST 21,25,1982,JURONG EAST,96,0,0,96,0,0,0
1.3402100624015,103.851574634389,310238,238 LOR 1 TOA PAYOH,238,LOR 1 TOA PAYOH,22,1986,TOA PAYOH,126,0,42,84,0,0,0
1.37370903858617,103.96321602063,510238,238 PASIR RIS ST 21,238,PASIR RIS ST 21,13,1992,PASIR RIS,62,0,0,0,62,0,0
1.35354991177886,103.86901411907,550238,238 SERANGOON AVE 2,238,SERANGOON AVE 2,11,1984,SERANGOON,100,0,100,0,0,0,0
1.35574756800417,103.94658331398,520238,238 TAMPINES ST 21,238,TAMPINES ST 21,4,1984,TAMPINES,32,16,16,0,0,0,0
1.43305109575775,103.839244217197,760238,238 YISHUN RING RD,238,YISHUN RING RD,12,1984,YISHUN,88,0,12,76,0,0,0
1.34169785938634,103.710349292035,641238,238A BOON LAY DR,238A,BOON LAY DR,17,2023,JURONG WEST,144,0,64,0,0,0,80
1.36185470269271,103.732243103101,691238,238A TENGAH GDN WALK,238A,TENGAH GDN WALK,14,2024,TENGAH,108,26,0,0,0,0,82
1.34194041898371,103.710083736752,642238,238B BOON LAY DR,238B,BOON LAY DR,17,2023,JURONG WEST,160,32,48,0,0,0,80
1.36169676854535,103.732864934958,692238,238B TENGAH GDN WALK,238B,TENGAH GDN WALK,14,2024,TENGAH,124,20,40,22,0,0,42
