latitude,longitude,postal,address,block,street_name,max_floor_lvl,year_completed,town,total_dwelling_units,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,smallunit_sold
1.30204488252463,103.882887148325,431010,10 JLN BATU,10,JLN BATU,12,1966,KALLANG/WHAMPOA,132,0,8,96,28,0,0
1.28745837020188,103.832675765986,161010,10 JLN BT HO SWEE,10,JLN BT HO SWEE,10,1962,BUKIT MERAH,120,0,0,0,0,0,50
1.33461833377097,103.88016502252,360010,10 JOO SENG RD,10,JOO SENG RD,20,1982,TOA PAYOH,76,0,0,76,0,0,0
1.33716527577081,103.857228807914,310010,10 LOR 7 TOA PAYOH,10,LOR 7 TOA PAYOH,25,1997,TOA PAYOH,96,0,68,28,0,0,0
1.44080567418718,103.777318569996,730010,10 MARSILING DR,10,MARSILING DR,22,1975,WOODLANDS,84,0,0,84,0,0,0
1.30915239429834,103.882242524292,391010,10 PINE CL,10,PINE CL,13,1981,GEYLANG,120,72,48,0,0,0,0
1.30370879401395,103.850537238747,180010,10 SELEGIE RD,10,SELEGIE RD,10,1963,CENTRAL AREA,48,48,0,0,0,0,0
1.32374648815059,103.863412150847,320010,10 ST. GEORGE'S RD,10,ST. GEORGE'S RD,4,1984,KALLANG/WHAMPOA,12,0,12,0,0,0,0
1.38047054647235,103.755211077169,680010,10 TECK WHYE AVE,10,TECK WHYE AVE,12,1977,CHOA CHU KANG,153,130,22,0,1,0,0
1.27773153190559,103.819769431353,90010,10 TELOK BLANGAH CRES,10,TELOK BLANGAH CRES,10,1974,BUKIT MERAH,66,65,0,1,0,0,0
1.33753956576433,103.773161066389,590010,10 TOH YI DR,10,TOH YI DR,7,1988,BUKIT TIMAH,36,0,0,0,36,0,0
1.31499138887312,103.86050538635,331010,10A BENDEMEER RD,10A,BENDEMEER RD,40,2016,KALLANG/WHAMPOA,220,71,149,0,0,0,0
1.28635847107695,103.82962615571,160010,10A BOON TIONG RD,10A,BOON TIONG RD,40,2014,BUKIT MERAH,228,76,152,0,0,0,0
1.32235386630343,103.936183263112,461010,10B BEDOK STH AVE 2,10B,BEDOK STH AVE 2,20,1994,BEDOK,56,0,0,0,56,0,0
1.31547715332072,103.860312930116,332010,10B BENDEMEER RD,10B,BENDEMEER RD,40,2016,KALLANG/WHAMPOA,184,70,114,0,0,0,0
1.28633684743341,103.829204757258,164010,10B BOON TIONG RD,10B,BOON TIONG RD,30,2014,BUKIT MERAH,160,28,84,0,0,0,48
1.33716136352623,103.858353639387,312010,10B LOR 7 TOA PAYOH,10B,LOR 7 TOA PAYOH,25,1997,TOA PAYOH,96,0,68,28,0,0,0
1.32209423564282,103.936223586082,462010,10C BEDOK STH AVE 2,10C,BEDOK STH AVE 2,2,1994,BEDOK,2,0,0,0,2,0,0
1.31584236197018,103.860644539729,333010,10C BENDEMEER RD,10C,BENDEMEER RD,40,2016,KALLANG/WHAMPOA,220,71,149,0,0,0,0
1.3217708591015,103.936326570445,463010,10D BEDOK STH AVE 2,10D,BEDOK STH AVE 2,23,1994,BEDOK,84,0,0,0,84,0,0
1.3216200934601,103.937040959341,464010,10E BEDOK STH AVE 2,10E,BEDOK STH AVE 2,21,1992,BEDOK,81,0,0,0,81,0,0
